Class Name,API Name,Number of Input Parameters,Input Parameter Types,_merge
EnterpriseDeviceManagerService$Lifecycle,enforcePermissionByContext,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Lcom/samsung/android/knox/ContextInfo>, <Application,Ljava/util/List>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getActiveAdminComponent,1,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getActiveAdmins,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getActiveAdminsInfo,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getAdminContextIfCallerInCertWhiteList,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Ljava/lang/String>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getAdminRemovable,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Lcom/samsung/android/knox/ContextInfo>, <Application,Ljava/lang/String>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getAdminUidForAuthorizedUid,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getAuthorizedUidForAdminUid,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getConstrainedState,1,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getKPUPackageName,1,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getMyKnoxAdmin,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Lcom/samsung/android/knox/ContextInfo>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getProxyAdmins,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getRemoveWarning,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Landroid/content/ComponentName>, <Application,Landroid/os/RemoteCallback>]",right_only
EnterpriseDeviceManagerService$Lifecycle,getUserStatus,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,hasAnyActiveAdmin,1,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>]",right_only
EnterpriseDeviceManagerService$Lifecycle,hasGrantedPolicy,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Landroid/content/ComponentName>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,hasGrantedPolicy,4,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Landroid/content/ComponentName>, <Primordial,I>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,isAdminActive,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Landroid/content/ComponentName>]",right_only
EnterpriseDeviceManagerService$Lifecycle,isAdminRemovable,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Landroid/content/ComponentName>]",right_only
EnterpriseDeviceManagerService$Lifecycle,isAdminRemovableInternal,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Landroid/content/ComponentName>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,isMdmAdminPresent,1,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>]",right_only
EnterpriseDeviceManagerService$Lifecycle,isMdmAdminPresentAsUser,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,isMigrationStateNOK,1,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>]",right_only
EnterpriseDeviceManagerService$Lifecycle,isRestrictedByConstrainedState,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,migrateApplicationDisablePolicy,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,migrateEnterpriseContainer,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>, <Primordial,Z>]",right_only
EnterpriseDeviceManagerService$Lifecycle,packageHasActiveAdmins,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Ljava/lang/String>]",right_only
EnterpriseDeviceManagerService$Lifecycle,packageHasActiveAdminsAsUser,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,readUmcEnrollmentData,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Lcom/samsung/android/knox/ContextInfo>]",right_only
EnterpriseDeviceManagerService$Lifecycle,reconcileAdmin,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Landroid/content/ComponentName>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,removeActiveAdmin,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Landroid/content/ComponentName>]",right_only
EnterpriseDeviceManagerService$Lifecycle,removeActiveAdminFromDpm,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Landroid/content/ComponentName>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,removeAuthorizedUid,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,removeProxyAdmin,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,selfUpdateAdmin,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Ljava/lang/String>]",right_only
EnterpriseDeviceManagerService$Lifecycle,sendIntent,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,setActiveAdmin,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Landroid/content/ComponentName>, <Primordial,Z>]",right_only
EnterpriseDeviceManagerService$Lifecycle,setActiveAdminSilent,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Landroid/content/ComponentName>]",right_only
EnterpriseDeviceManagerService$Lifecycle,setAdminRemovable,4,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Lcom/samsung/android/knox/ContextInfo>, <Primordial,Z>, <Application,Ljava/lang/String>]",right_only
EnterpriseDeviceManagerService$Lifecycle,setB2BMode,2,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Primordial,Z>]",right_only
EnterpriseDeviceManagerService$Lifecycle,setMyKnoxAdmin,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Lcom/samsung/android/knox/ContextInfo>, <Application,Ljava/lang/String>]",right_only
EnterpriseDeviceManagerService$Lifecycle,updateProxyAdmin,5,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Landroid/app/admin/ProxyDeviceAdminInfo>, <Primordial,I>, <Application,Landroid/content/ComponentName>, <Primordial,I>]",right_only
EnterpriseDeviceManagerService$Lifecycle,writeUmcEnrollmentData,3,"[<Application,Lcom/android/server/enterprise/EnterpriseDeviceManagerService>, <Application,Lcom/samsung/android/knox/ContextInfo>, <Application,Ljava/lang/String>]",right_only
OemLockService,isDeviceOemUnlocked,1,"[<Application,Lcom/android/server/oemlock/OemLockService$2>]",right_only
OemLockService,isOemUnlockAllowed,1,"[<Application,Lcom/android/server/oemlock/OemLockService$2>]",right_only
OemLockService,isOemUnlockAllowedByCarrier,1,"[<Application,Lcom/android/server/oemlock/OemLockService$2>]",right_only
OemLockService,isOemUnlockAllowedByUser,1,"[<Application,Lcom/android/server/oemlock/OemLockService$2>]",right_only
OemLockService,setOemUnlockAllowedByCarrier,3,"[<Application,Lcom/android/server/oemlock/OemLockService$2>, <Primordial,Z>, <Primordial,[B>]",right_only
OemLockService,setOemUnlockAllowedByUser,2,"[<Application,Lcom/android/server/oemlock/OemLockService$2>, <Primordial,Z>]",right_only
ContentService$Lifecycle,setIsSyncableAsUser,5,"[<Application,Lcom/android/server/content/ContentService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>]",right_only
RecoverySystemService,clearBcb,1,"[<Application,Lcom/android/server/RecoverySystemService$BinderService>]",right_only
RecoverySystemService,rebootRecoveryWithCommand,2,"[<Application,Lcom/android/server/RecoverySystemService$BinderService>, <Application,Ljava/lang/String>]",right_only
RecoverySystemService,setupBcb,2,"[<Application,Lcom/android/server/RecoverySystemService$BinderService>, <Application,Ljava/lang/String>]",right_only
RecoverySystemService,uncrypt,3,"[<Application,Lcom/android/server/RecoverySystemService$BinderService>, <Application,Ljava/lang/String>, <Application,Landroid/os/IRecoverySystemProgressListener>]",right_only
AudioService$Lifecycle,setStreamVolume,8,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>, <Primordial,I>, <Primordial,I>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>]",right_only
AudioService$Lifecycle,addPackage,3,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>, <Application,Ljava/lang/String>]",right_only
AudioService$Lifecycle,dismissVolumePanel,1,"[<Application,Lcom/android/server/audio/AudioService>]",right_only
AudioService$Lifecycle,getAppDevice,2,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>]",right_only
AudioService$Lifecycle,getAppVolume,2,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>]",right_only
AudioService$Lifecycle,getAudioServiceConfig,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Ljava/lang/String>]",right_only
AudioService$Lifecycle,getCurrentAudioFocusPackageName,1,"[<Application,Lcom/android/server/audio/AudioService>]",right_only
AudioService$Lifecycle,getFineVolume,3,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>, <Primordial,I>]",right_only
AudioService$Lifecycle,getMediaVolumeSteps,1,"[<Application,Lcom/android/server/audio/AudioService>]",right_only
AudioService$Lifecycle,getMuteInterval,1,"[<Application,Lcom/android/server/audio/AudioService>]",right_only
AudioService$Lifecycle,getPinAppInfo,2,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>]",right_only
AudioService$Lifecycle,getPinDevice,1,"[<Application,Lcom/android/server/audio/AudioService>]",right_only
AudioService$Lifecycle,getPrevRingerMode,1,"[<Application,Lcom/android/server/audio/AudioService>]",right_only
AudioService$Lifecycle,getRadioOutputPath,1,"[<Application,Lcom/android/server/audio/AudioService>]",right_only
AudioService$Lifecycle,getRemainingMuteIntervalMs,1,"[<Application,Lcom/android/server/audio/AudioService>]",right_only
AudioService$Lifecycle,getSelectedAppList,1,"[<Application,Lcom/android/server/audio/AudioService>]",right_only
AudioService$Lifecycle,getStreamVolume,3,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>, <Primordial,I>]",right_only
AudioService$Lifecycle,getStreamVolumeForDevice,3,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>, <Primordial,I>]",right_only
AudioService$Lifecycle,getUidForDevice,2,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>]",right_only
AudioService$Lifecycle,isAlreadyInDB,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Ljava/lang/String>]",right_only
AudioService$Lifecycle,isFMPlayerActive,1,"[<Application,Lcom/android/server/audio/AudioService>]",right_only
AudioService$Lifecycle,isForceSpeakerOn,1,"[<Application,Lcom/android/server/audio/AudioService>]",right_only
AudioService$Lifecycle,isInAllowedList,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Ljava/lang/String>]",right_only
